pairing,mirror_group,mirror_side,game_seed,bot_p1,bot_p2,deck_p1,deck_p2,winner_index,winning_bot,winning_deck,turn_number,actions,status,reason
random_vs_heuristic,1,B,2011753636,random,heuristic,D002,D001,1,heuristic,D001,7,102,finished,
random_vs_heuristic,2,A,1954550407,random,heuristic,D001,D002,0,random,D001,12,189,finished,
random_vs_heuristic,2,B,1954550407,random,heuristic,D002,D001,1,heuristic,D001,8,111,finished,
random_vs_heuristic,3,A,1804818604,random,heuristic,D001,D002,1,heuristic,D002,7,120,finished,
random_vs_heuristic,3,B,1804818604,random,heuristic,D002,D001,1,heuristic,D001,9,95,finished,
random_vs_heuristic,4,A,994809114,random,heuristic,D001,D002,1,heuristic,D002,8,120,finished,
random_vs_heuristic,4,B,994809114,random,heuristic,D002,D001,1,heuristic,D001,9,131,finished,
random_vs_heuristic,5,A,1379131874,random,heuristic,D001,D002,1,heuristic,D002,9,147,finished,
random_vs_heuristic,5,B,1379131874,random,heuristic,D002,D001,1,heuristic,D001,9,133,finished,
random_vs_heuristic,6,A,1318206863,random,heuristic,D001,D002,1,heuristic,D002,7,123,finished,
random_vs_heuristic,6,B,1318206863,random,heuristic,D002,D001,1,heuristic,D001,7,109,finished,
random_vs_heuristic,7,A,183806825,random,heuristic,D001,D002,0,random,D001,13,218,finished,
random_vs_heuristic,7,B,183806825,random,heuristic,D002,D001,1,heuristic,D001,11,174,finished,
random_vs_heuristic,8,A,1287742853,random,heuristic,D001,D002,1,heuristic,D002,9,152,finished,
random_vs_heuristic,8,B,1287742853,random,heuristic,D002,D001,1,heuristic,D001,7,108,finished,
random_vs_heuristic,9,A,562863509,random,heuristic,D001,D002,1,heuristic,D002,12,155,finished,
random_vs_heuristic,9,B,562863509,random,heuristic,D002,D001,1,heuristic,D001,11,169,finished,
random_vs_heuristic,10,A,2099458299,random,heuristic,D001,D002,1,heuristic,D002,9,172,finished,
random_vs_heuristic,10,B,2099458299,random,heuristic,D002,D001,1,heuristic,D001,8,128,finished,
random_vs_heuristic,11,A,1147889361,random,heuristic,D001,D002,1,heuristic,D002,9,149,finished,
random_vs_heuristic,11,B,1147889361,random,heuristic,D002,D001,1,heuristic,D001,9,121,finished,
random_vs_heuristic,12,A,416319540,random,heuristic,D001,D002,1,heuristic,D002,7,113,finished,
random_vs_heuristic,12,B,416319540,random,heuristic,D002,D001,1,heuristic,D001,8,100,finished,
random_vs_heuristic,13,A,777095730,random,heuristic,D001,D002,1,heuristic,D002,9,151,finished,
random_vs_heuristic,13,B,777095730,random,heuristic,D002,D001,1,heuristic,D001,6,96,finished,
random_vs_heuristic,14,A,967923693,random,heuristic,D001,D002,1,heuristic,D002,9,145,finished,
random_vs_heuristic,14,B,967923693,random,heuristic,D002,D001,1,heuristic,D001,7,92,finished,
random_vs_heuristic,15,A,1915411856,random,heuristic,D001,D002,1,heuristic,D002,8,139,finished,
random_vs_heuristic,15,B,1915411856,random,heuristic,D002,D001,1,heuristic,D001,6,98,finished,
random_vs_heuristic,16,A,232287262,random,heuristic,D001,D002,0,random,D001,13,191,finished,
random_vs_heuristic,16,B,232287262,random,heuristic,D002,D001,1,heuristic,D001,7,104,finished,
random_vs_heuristic,17,A,236967959,random,heuristic,D001,D002,1,heuristic,D002,9,155,finished,
random_vs_heuristic,17,B,236967959,random,heuristic,D002,D001,1,heuristic,D001,8,105,finished,
random_vs_heuristic,18,A,553856819,random,heuristic,D001,D002,1,heuristic,D002,10,175,finished,
random_vs_heuristic,18,B,553856819,random,heuristic,D002,D001,1,heuristic,D001,14,207,finished,
random_vs_heuristic,19,A,2086881563,random,heuristic,D001,D002,1,heuristic,D002,8,114,finished,
random_vs_heuristic,19,B,2086881563,random,heuristic,D002,D001,1,heuristic,D001,10,126,finished,
random_vs_heuristic,20,A,969257634,random,heuristic,D001,D002,1,heuristic,D002,10,141,finished,
random_vs_heuristic,20,B,969257634,random,heuristic,D002,D001,1,heuristic,D001,10,113,finished,
random_vs_heuristic,21,A,1448501296,random,heuristic,D001,D002,1,heuristic,D002,10,157,finished,
random_vs_heuristic,21,B,1448501296,random,heuristic,D002,D001,1,heuristic,D001,8,81,finished,
random_vs_heuristic,22,A,423184200,random,heuristic,D001,D002,1,heuristic,D002,7,121,finished,
random_vs_heuristic,22,B,423184200,random,heuristic,D002,D001,1,heuristic,D001,8,102,finished,
random_vs_heuristic,23,A,1788155333,random,heuristic,D001,D002,1,heuristic,D002,6,87,finished,
random_vs_heuristic,23,B,1788155333,random,heuristic,D002,D001,1,heuristic,D001,6,79,finished,
random_vs_heuristic,24,A,1582829148,random,heuristic,D001,D002,1,heuristic,D002,6,89,finished,
random_vs_heuristic,24,B,1582829148,random,heuristic,D002,D001,1,heuristic,D001,6,80,finished,
random_vs_heuristic,25,A,90959944,random,heuristic,D001,D002,1,heuristic,D002,8,109,finished,
random_vs_heuristic,25,B,90959944,random,heuristic,D002,D001,1,heuristic,D001,10,131,finished,
random_vs_heuristic,26,A,1441171758,random,heuristic,D001,D002,1,heuristic,D002,8,112,finished,
random_vs_heuristic,26,B,1441171758,random,heuristic,D002,D001,1,heuristic,D001,7,90,finished,
random_vs_heuristic,27,A,1389094587,random,heuristic,D001,D002,1,heuristic,D002,7,103,finished,
random_vs_heuristic,27,B,1389094587,random,heuristic,D002,D001,1,heuristic,D001,7,94,finished,
random_vs_heuristic,28,A,247713128,random,heuristic,D001,D002,1,heuristic,D002,9,142,finished,
random_vs_heuristic,28,B,247713128,random,heuristic,D002,D001,1,heuristic,D001,8,103,finished,
random_vs_heuristic,29,A,550518326,random,heuristic,D001,D002,1,heuristic,D002,9,127,finished,
random_vs_heuristic,29,B,550518326,random,heuristic,D002,D001,1,heuristic,D001,8,118,finished,
random_vs_heuristic,30,A,212712085,random,heuristic,D001,D002,1,heuristic,D002,7,118,finished,
random_vs_heuristic,30,B,212712085,random,heuristic,D002,D001,1,heuristic,D001,7,93,finished,
random_vs_heuristic,31,A,532038778,random,heuristic,D001,D002,1,heuristic,D002,10,159,finished,
random_vs_heuristic,31,B,532038778,random,heuristic,D002,D001,1,heuristic,D001,9,103,finished,
random_vs_heuristic,32,A,1456717659,random,heuristic,D001,D002,1,heuristic,D002,9,129,finished,
random_vs_heuristic,32,B,1456717659,random,heuristic,D002,D001,1,heuristic,D001,9,124,finished,
random_vs_heuristic,33,A,1898503636,random,heuristic,D001,D002,1,heuristic,D002,10,144,finished,
random_vs_heuristic,33,B,1898503636,random,heuristic,D002,D001,1,heuristic,D001,9,115,finished,
random_vs_heuristic,34,A,1558509626,random,heuristic,D001,D002,1,heuristic,D002,6,98,finished,
random_vs_heuristic,34,B,1558509626,random,heuristic,D002,D001,1,heuristic,D001,9,107,finished,
random_vs_heuristic,35,A,1301909670,random,heuristic,D001,D002,1,heuristic,D002,8,108,finished,
random_vs_heuristic,35,B,1301909670,random,heuristic,D002,D001,1,heuristic,D001,9,101,finished,
random_vs_heuristic,36,A,1358615612,random,heuristic,D001,D002,0,random,D001,11,190,finished,
random_vs_heuristic,36,B,1358615612,random,heuristic,D002,D001,1,heuristic,D001,10,152,finished,
random_vs_heuristic,37,A,292650212,random,heuristic,D001,D002,0,random,D001,11,193,finished,
random_vs_heuristic,37,B,292650212,random,heuristic,D002,D001,1,heuristic,D001,11,133,finished,
random_vs_heuristic,38,A,1565212284,random,heuristic,D001,D002,1,heuristic,D002,8,105,finished,
random_vs_heuristic,38,B,1565212284,random,heuristic,D002,D001,1,heuristic,D001,8,88,finished,
random_vs_heuristic,39,A,1999642257,random,heuristic,D001,D002,1,heuristic,D002,9,120,finished,
random_vs_heuristic,39,B,1999642257,random,heuristic,D002,D001,1,heuristic,D001,8,107,finished,
random_vs_heuristic,40,A,1079525897,random,heuristic,D001,D002,1,heuristic,D002,7,117,finished,
random_vs_heuristic,40,B,1079525897,random,heuristic,D002,D001,1,heuristic,D001,7,98,finished,
random_vs_heuristic,41,A,226625283,random,heuristic,D001,D002,1,heuristic,D002,6,87,finished,
random_vs_heuristic,41,B,226625283,random,heuristic,D002,D001,1,heuristic,D001,8,100,finished,
random_vs_heuristic,42,A,1081404668,random,heuristic,D001,D002,1,heuristic,D002,11,195,finished,
random_vs_heuristic,42,B,1081404668,random,heuristic,D002,D001,1,heuristic,D001,7,71,finished,
random_vs_heuristic,43,A,1371462740,random,heuristic,D001,D002,1,heuristic,D002,9,107,finished,
random_vs_heuristic,43,B,1371462740,random,heuristic,D002,D001,1,heuristic,D001,10,144,finished,
random_vs_heuristic,44,A,1280514057,random,heuristic,D001,D002,1,heuristic,D002,11,178,finished,
random_vs_heuristic,44,B,1280514057,random,heuristic,D002,D001,1,heuristic,D001,8,112,finished,
random_vs_heuristic,45,A,304645729,random,heuristic,D001,D002,1,heuristic,D002,7,113,finished,
random_vs_heuristic,45,B,304645729,random,heuristic,D002,D001,1,heuristic,D001,9,124,finished,
random_vs_heuristic,46,A,1505751802,random,heuristic,D001,D002,1,heuristic,D002,12,184,finished,
random_vs_heuristic,46,B,1505751802,random,heuristic,D002,D001,1,heuristic,D001,9,124,finished,
random_vs_heuristic,47,A,1602992225,random,heuristic,D001,D002,1,heuristic,D002,6,83,finished,
